,Tweet,Sentiment
402,Hahahaha shukria 😂😂😂,Positive
403,aunty ko shukarya krdena,Positive
404,Hahahaha,Positive
405,Hahahha,Positive
406,bus is main se ice cream hata do😂,Positive
407,miss those midnight snacks 😄,Positive
408,Exactly😂😂,Positive
409,I haven't eaten any pizza and burger from last two months and,Positive
410,"Ek hi baat hai
Mai kron ya ap...",Positive
411,Soch dekho hamari kitni milti hai 😉😂,Positive
412,Hahahaha,Positive
413,Kulsoom Qureshi,Positive
414,Motuuu mjhe bhi bhej mai bhi jag luga,Positive
415,😂my version of dieting😁😂,Positive
416,Ye tmhary wali diet 😂😂,Positive
417,Buahhahaa yeahhh,Positive
418,We aren't haddi shah we're smart 😊😏😏,Positive
419,That's what I do 😂😂😂,Positive
420,Sta kho sa khwata nakige 😜,Positive
421,Ri da,Positive
422,mc donaldzzzz 😝😝,Positive
423,Tu gym khaaaa????,Positive
424,Haha,Positive
425,Many Kb pochaaa,Positive
426,Uff esi diet,Positive
427,Yumna too bhi shamil hey,Positive
428,Pemra complain ki hum kuch friends ne....sirf tension na lein practicaly khud kuch krne se hi ho ga,Positive
429,Bilkul sahi kaha,Positive
430,G Bilqul aisy he hai... I agree with u...,Positive
431,Beshak,Positive
432,Bilkuk sahi kaha .faisal qureshi ka kush kadre bhater show ha .,Positive
433,ALLAHTAALA ! Ummat pe Reham Frmay..aor ye lodhi jesey khabees logon k sharre sey naai Nasal ko Apni hifaazat meyn rakhey..Aameen,Positive
434,Done. 👍 Thanks Urdu Safha’s Admin for such initiative.,Positive
435,Agr hm awaam he inlog ko ehmiyat dena or dekhna or feed back dena chordenge to ink shows ki koi value nahi rehegi,Positive
436,Hum sab ko milkar Pakistan aur islami aqdaar ki hifazat Karni hay musalmaan hony ka farz ada krein,Positive
437,Sahil Lodhi ka kya? Ma bap zimadar WO keu apni bchieo ko bhjty in ke ghart kidr hote,Positive
438,Ni ye galat bat h is me sahir lodhi ka koe qasor ni h t.v me achi baten b ati han wo to ap log catch ni krty??,Positive
439,Sahi baat ha,Positive
440,bilkul darosat .....,Positive
441,Bilkul sahi,Positive
442,Bilkul sahi kaha.aap.ñ .ey,Positive
443,Bilkul sahi aese morning show ka bnd ho jana hi bhtr he,Positive
444,Bilco yh zaror hona chahey,Positive
445,Bilkul thehk.,Positive
446,Bilkul,Positive
447,Beshak zaror krwana chaye,Positive
448,Agreed with attaria qadria,Positive
449,Sare comments bilkul sahi hn m sb ki taed krti Hun aur sb k sath hun,Positive
450,Taab too hum khud unn Koo saport karay hootay hai,Positive
451,Yar ajkl sakht pareshan hu rozgar ki fikr me bht acha lga parh k,Positive
452,har taraqi ke leye islam zrori ha,Positive
453,Nhi pta ??? Allah or us k rasool s.a.w ki etaat kro..,Positive
454,beshak,Positive
455,khoob,Positive
456,Boht aalaa,Positive
457,Jis na kha ha ci kha ha,Positive
458,#prime_Minster ki kursi chahye kitna #yaqeen_nazm_o_zabt or #lagan chahye hogi...!😂😂,Positive
459,"Allah ki raza mandi ke bagir koi cheez hasil nahi ki jasakti, chahe insan kitna hi yaqeen or nazmosabt ke saath hasil karne ki koshish karle......",Positive
460,dil ko sukoon deney wali tehreer kash aesa wagat dobara aa jaey,Positive
461,Jis ne likha he bohat behtareen likha ... wah wah,Positive
462,Same thing k Aik bunda Chauti burai ko Sahi samajh k kerta hay to Wo Bari burai ko Asan samajh leta hay. Bacho ko roshnash karana apnay tahafuz k lye Buri baat Nahi.,Positive
463,Bilkul right,Positive
464,Jis nay asbiat ki taraf dawat di us nay zulm ki taraf dawat di yehi asbiat to pehlay east Pakistan ko kha gar ab baki ko kha rahi hai 😔,Positive
465,"Ap hongi, hum tou muhabbat bantnay walay hy, we beleieve in equal rights",Positive
466,Such kaha..!,Positive
467,lol is page waly ki DP dekh or bat kia karaha yeh ,Positive
468,Iss mein koi burai nahi,Positive
469,Iss mein koi burai nahi hey,Positive
470,Hidayat ki dua kije or roye aise logi par tv me dikhane se kuch nahi hoga agar aap rokne ki takat rakhti he to rokiye varna dil me bura janiye lekin uske gunaho ko kisi pe ujagar mat kariye Yeh Allah or bannde ka maam la he bas uske liye astag far kariya or meri bato ka bura laga ho to mujhe bhi maaf kijiye,Positive
471,AIK HADEES HEY MOMAN KABHI LAAN TAAN NAHIN KARTA,Positive
472,Ye follow nh kr rha unki khushyon m shamil hua h bs,Positive
473,Bilawal Allah tumain salamat rakhey,Positive
474,Namaz qaim kro kiun k namaz behayai sy rokti hai.... islam mein hukam k sath reasoning bhi hai... bss aqal mand logo k liye he nishaniyan hai aur wohi samjhty hain inko,Positive
475,Aur islaam mein soor ka goosht khana haram hai...lehaza kiun k uss mein bht harmful steroids hty jo insaani jism ko sakht nuksaan pohnchaty... aur islaam mein hr wo cheez mana hai jiska insaan ko nuqsaan hai,Positive
476,Wah zbrdst,Positive
477,"thek, ALLAH pak ka koi b hukam maslehat k baghair nai.",Positive
478,Australia Me Shawal ka Chand Nazar Aa Gaya Kal Eid Hogi ,Positive
479,PM NawazSharif Ki Nawasi Mehar u Nisa Safdar Aur Raheel Munir Ka Nikah Masjid Nabvi Mein Munaqid PM Samait Ahal e Khana Ki Shirkat ,Positive
480,Sub Se Zaiyda Mein 136 Jagah Hazrat Mosa A S Ka Zikar Aya Hain ,Positive
481,Tareef Kiya Huwa ,Positive
482,Har Musalman Mard Aurat Ghulam Aazad Chotay Baray Par Namaz E EID Se Pehlay Sadqa E Fitr Dena Lazim Hai,Positive
483,Ap Sb Ki Shirkat Ka Shukrya ,Positive
484,Mullah Umar Ne Afghan Hukomat amp Taliban Muzakrat Ki Himayat Kar Di Afghanistan Se Qabzay K Khatmay K Liye Muzakrat Jaiz Hen Paigham ,Positive
485,Skin Saf Krny K Liye Honey Milk Or Dahi Mix Kijye Is Mixture Ko 15 Mint K Liye Skin Pr Laga Lijye Bad Mai Saf Pani Sy Dho Lijye ,Positive
486,Samnay betha tha mere or wo mera na tha,Positive
487,ALLAH Ki Naimaton Main Sy 1 Naimat Hy Or Moqa Mily Or Bach Jana Yeh ,Positive
488,ATC Ne 23 March Ko Giriftar Honewale Zulficar Mirza K 11 Guard Ko Riha Karne Ka Hukum Dedia ,Positive
489,Apny Bhai Ki Madad Karo ,Positive
490,Islam Musalmano K Ilam Ka Naam Nhe Un K Amal Ka Naam Hy Yani Islam Bolny Wali Baat Nhe Karny Wala Kaam Hy ,Positive
491,Main Aaj Se Hi Bicha Doon Us Raah Pe Palken ,Positive
492,3 Cheze Halos E Dil k sat karni Chahey ,Positive
493,1 Raham 2 karam 3 Dua ,Positive
494,Es Ki Bunyad Kalma Tayyaba Par Hain,Positive
495,14 Se 16 July Tak Karachi Janay Wali Trainon K Kirayon Me 50 Kami Khali Trainen Wapsi Per Senkron Musafiron Ko Lati Hen ,Positive
496,Subai Hakumat Ne Chand Raat Per Hawai Firing Karne Per Pabandi Aid Kr Di ,Positive
497,Nishaniyan Ka Pani Metha Hojana Na Ziada Sardi KhuLa Huwa Shu a K TuLu Hona ,Positive
498,Ramzan K Akhri Ashray Me Mazeed Barishon Ka Imkaan ,Positive
499,Eid Ul Fiter Per Bi Barishon Ka Imkan ,Positive
500,Tabdeli Yhi Log Laskengy ,Positive
501,Masjid Qab a Is The First Mosque Where Mohammad SAW Openly Led The Regular Prayer Congregation Of His Companions ,Positive
502,Darood Sharif Parh Kar Muslim Dosto Ko Send Kro ,Positive
503,1 Bar Parhny Say 10 Gunah Mitaty Hain Or 10 Nikya Milti Hain ,Positive
504,Doston ko Bhe Daawat Den ,Positive
505,Islamabad K Baldiyati Intakhabat Jamati Buniyad Per Kraney Ka Bill Senate Me Kasrat e Rae Se Manzur ,Positive
506,Incharge Officer Slaughter House Dr Ghafoor Mengal Ki Nigrani Me Govt Slaughter House Me Bemar Janwaron K Gosht Ko Jalae Gaye ,Positive
507,Jo Shakhs ALLAH K Liye 1 Din Aitikaf Karta Hy ALLAH Isko Jahanum Se Zamin Asman K Barabar 3 Guna Door Kar Deta Hy ,Positive
508,NAMAZ E FAJAR Hamari khobsoorti Mein Ezafa Karti Hain ,Positive
509,NAMAZ E ZUHAR Hamari Aamdani Mein Izafa Karti Hein ,Positive
510,Subai Assembliyon Ki 2 Sala Karkardagi Me Khyber Pakhtunkhwa Assembly 44 Score K Sath Behtreen Qarar Survey ,Positive
511,Imran amp Reham Khan Is Saal Hajj Pr Jaengy ,Positive
512,Bohat say log tujhy dekh kar hamaray huwe ,Positive
513,Such Me Wo Log Sirf Kaha Karte The ,Positive
514,Love from Pakistan ,Positive
515,2 kamyab tareen inqalab tha 36 votes ,Positive
516,Last night in Dono Marches ko mila kar supporters ki total tadad 40000 tak banti hy Eye witnesses ,Positive
517,Zero point k bad se bhi agy jayengy ka jawab ,Positive
518,Kia husan e ittefaq hy unki galli tak ,Positive
519,Hum kaam se gaye thy phir kaam se gaye ,Positive
520,K Apni Maa k Qadmo k Nishan Dhondh Raha Ho ,Positive
521,L0ve u M0M ,Positive
522,Per TOOT k chahna sirf 1 baar hota hai ,Positive
523,Agar hai to janab yeh article ap k lie hi hai ,Positive
524,Basa Hy Kon Tairy Dil Mein Gull E Badan Ay DARD ,Positive
525,K Boo Gulaab Ki Aayi Tairy Paseeny Mein ,Positive
526,DAR E MUSTAFA S A W W Meri Sultanat Ussi Saltanat ka Faqeer hon ,Positive
527,To Umrain Beet Jaen Gi Kaha Na Achay LaGty Ho To Bus Lagtay Ho ,Positive
528,Ferdous ki lawn ap ki hoi,Positive
529,SapneY Mein Sine Se LagaYa PYaar Kia Jee BehlaYa ,Positive
530,Ghussay mei Such bolna aur Taqat k hotay huay muaf karna Afzal tareen naikiyon me se h ,Positive
531,Meri chahat ,Positive
532,meri manzil ,Positive
533,Ek arsy bd us k sher lota to hran rhgia ,Positive
534,Fehmiyaan Or Bhi Barh Gayn khushqismati smajhi jati hay jab ghar ka gate junoob ki taraf ho ,Positive
535,Mainay kaghaz per bhi bana kar dekhin aankhain uski ,Positive
536,Koi tujhsa ho to phir naam bhi tujh sa rakhy ,Positive
537,Koi jb hns k milta hai mujy tm yad aaty ho ,Positive
538,balke khusi is baat ki hai k Misbah chakka maratay waqt gira nhi ,Positive
539,Ammi Pochti Hain Khane Mein Kya Doon To Mein Kehta Hoon EXTRA SHEET plz,Positive
540,Magharbi Wasti Riyasaton Main Barf Bari Ka Silsala Jari ,Positive
541,Janty hoty to mere hoty ,Positive
542,Kisi K Sa ath Sahii Par Wo Nazar To ,Positive
543,kaha na yaad aaty ho tu bus yad aaty ho ,Positive
544,Ye Mohabt B Kya Chz Hy ,Positive
545,Muskura K Guzar Jana Zaroori Tha kya ,Positive
546,Barha Mulk Ban Gaya ,Positive
547,Dobara Muslim League Q Punjab Kay Bila Muqabla Saddar Muntakhib ,Positive
548,20 Nov 1828 ko Kahira Misar me Mohammad Ali Pasha ki nigrani me publish hwa ,Positive
549,Tum pay aitbaar ki ,Positive
550,Ek Muhabbat Karli ,Positive
551,Dosra Tum Sey Karli ,Positive
552,KIA KHABAR THI K TUJHE YE HUNAR B AATA HY ,Positive
553,Js Qaom Ka Aghaz Hi IQRA Se Huwa Tha ,Positive
554,Ilm hasil kerna IBADET or Ilm ki Tlash JIHAD hy ,Positive
555,Zindagi Ko Badalne Me Waqt Nahi Lagta ,Positive
556,Pehle Mohabat ka iqraar karna ,Positive
557,Zameen k neeche sakoon sey rehtay hain ,Positive
558,Kabhi aap dusro k lye Dil se dua mang kr dekho ,Positive
559,Apko kabhi apne lye mangne ki zarurt hi nahi paregi Aur Wo ap k ,Positive
560,Nadan Itna Nahi Samjhi Ishq Chahre Se Nahi Nazron Se Shuru Hota Ha ,Positive
561,1 Kaash Aisa Ho ,Positive
562,2 Mera Pehla Pyar ,Positive
563,K Din Namaz K Liye Azaan Di Jaey To Tum ALLAH K Zikar Ki Taraf Daor Kar Aao ,Positive
564,Haiseat Say Half Utha Liya ,Positive
565,Indies Ko Hara Kar World Cup 6th Martaba Jeet Lia ,Positive
566,Kr Lo Mhbt Rasul e Pak SAWW se QK Akhrat Me Un K Siwa Koi Hamara Na Hoga ,Positive
567,Bugti Mein Civilian Hukmrani Bahal Ki Jaye Adalti Hukum ,Positive
568,Nationality Nahin Chor Sakta ,Positive
569,kabi Thehro Meray dill men Muhabat Seekh jao gy ,Positive
570,ALLAH PAK Ki Mehrabani Pr Hai Is Liye ,Positive
571,ALLAH Ki Makhlooq Pe Mehrbani Krty Raho ,Positive
572,ALLAH  Tm Pr Mehrban Rahy ga ,Positive
573,TitT LiYaan Mandlarhi Hein Kanch K Gulldaan Par lt ,Positive
574,Darood shareef ki kasrat ki jiay ,Positive
575,ALLAH pak ham sb k dilon ko AAQA HUZOOR SAWW k ishq se munawar krdy ,Positive
576,Na Jany Q us Ki Aankhon Pe Zindagi Lutanay Ko Ji Chahta hai ,Positive
577,Daikha Ho Tou Aa Mere Ujrey Howay Bikhrey,Positive
578,apny andar se Ghuroor ki aadat ko mitta dena chahty ho ,Positive
579,to Ghareeb logon ko salam kr lia kro ,Positive
580,Or cricket ki all commandz muft hasil kren ,Positive
581,Ab Khayal Rakhna Apna ,Positive
582,Hr ik parcham sa uoncha parcham e Islam ho jaya ,Positive
583,Aik Baar Darood e Pak Par Kr Agay Forward Kren ,Positive
584,Ba KHUDA Tujh Se Kuch Nahi Chaha ,Positive
585,Mai Apnay Nabi S A W W se Mhbt Q na karu k Un se Haseen to janat b Nhi ,Positive
586,Kabhi aap dusro k lye Dil se dua mang kr dekho ,Positive
587,Apko kabhi apne lye mangne ki zarurt hi nahi paregi ,Positive
588,Kon kehta hy guzra waqt wapis nai ata Or sb khte hen Ktna Nurani Chehra hy ,Positive
589,Ab Sham Ho Chuki Hai n Mera Hath Tham L0 ,Positive
590,BilKul muft Hasil Karen ,Positive
591,Na koi Tmhy Mot dy skta hy amp na koi Tmhra RIZQ Km kr skta hy ,Positive
592,Beshk ALLAH bht Rehm krny wla hy ,Positive
593,Karachi K Badalte Hue Halaat Or Nit Nayi Faida Mand Offers Se Bakhabar Rahiye Bilkul Free ,Positive
594,AR Tabba Sports Complex Me APMF Job Fair Ka Agaz Ho Gaya Hai ,Positive
595,Hamara 22 Saala Tajurba ap ke Umeed ,Positive
596,Aaj Bhi Shehar Me Target Killing Ka Koi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,Positive
597,Karachi K Badalte Hue Halaat Or Nit Nayi Faida Mand Offers Se Bakhabar Rahiye Bilkul Free ,Positive
598,Mukhtalif Jamato Ki Janib Se Rangers K Haq Me Muzahire ,Positive
599,Karachi Press Club Per Mukhtalif Jamato Or Nine Zero Per MQM Ki Janib Se Sindhi Topi Or Ajrak Day Manaya Gaya ,Positive
600,12 Rabi ul Awal Eid e Milad un Nabi Jumerat 24 December Ko Ho Gi ,Positive
601,Ye Mamla Peer Tk Hal Hojaye Ga Ch Nisar Ehtiyat Se Kam Len,Positive
602,Apne Yadgar Lamhat ko Shandar Banain ,Positive
603,Aaj Bhi Shehar Me Target Killing Ka Koi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,Positive
604,CityNews021 Ki Janib Se Police Rangers Ko Khiraj e Tehseen ,Positive
605,Baldyati Elections Me Polling Ka Silsila Jaari Awam Me Josh o Kharosh ,Positive
606,Apne Yadgar Lamhat ko Shandar Banain ,Positive
607,CityNews021 Ki Janib Se Kamyab Security Iqdamat Per Police Rangers Ko Khiraj e Tehseen,Positive
608,5 Dec Ko Baldyati Elections K Mauqay Per Karachi Me Loadshedding Nahi Ki Jaigi ,Positive
609,Aaj Shehar Me Target Killing Ka Koi Bhi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,Positive
610,Azad Umeedwar Sameer Qureshi Symbol Hanger Ko Vote De Ker Khidmat Ka Mauqa Dein ,Positive
611,Dist Korangi UC 12 Green Town Ward 4 Abdul Mabood Majid Sheikh Azad Umedwar Intkhabi Nishan Bijli ka Heater Ko Vote Dein,Positive
612,5 December Ko Karachi K Awam Taliban K Hamiyo Ko Mustarad Ker Den Ge Hyder Abbas Rizvi MQM ,Positive
613,Imran Khan Ka Kal Bhi Rally Nikalnay Ka Elaan ,Positive
614,Apne Yadgar Lamhat ko Shandar Banain ,Positive
615,Karkunan Ki Badi Tadad Airport K Bahir Mojood ,Positive
616,Aaj Bhi Shehar Me Target Killing Ka Koi Waqia Pesh Nahi Aaya ALLAH Aman Ko Dawam Bakhshay Aameen ,Positive
617,Azad Umeedwar Sameer Qureshi Symbol Hanger Ko Vote De Ker Khidmat Ka Mauqa Dein ,Positive
618,Se PMLN Ki Rally Rawan Dawan Nagmo Per Raqs,Positive
619,AMANTECH ne wada nibhaya ,Positive
620,Behtar rozgaar ka moqah dilaya ,Positive
621,Adaalati Pabandi K Pesh e Nazar Security Idaro Ne Altaf Hussain Ki Tasveer Walay Boards Utaar Diye ,Positive
622,BDS Ne Bomb Ko Nakara Bana Dia ,Positive
623,Wukla Gawaho Or Ehlkaro K Qatilo Or Sahulatkaro Ko Girftar Kia Jaiga,Positive
624,Mutasrin e Zalzala Ki Dil khol Kr Madad Karen ,Positive
625,Karachi Me Aashura K Mauqay Per Mukammal Aman Raha ,Positive
626,Kamyab Security Intizamat Per Rangers Police Or Intizamia Ko Mubarakbad ,Positive
627,Pakistan Ko Ab Tak 358 Runs Ki Bartari Hasil ,Positive
628,Karachi Ki Prime Location Per Mobile ka Karobar Kerne ka Nadir Moqa ,Positive
629,Bank Me Daketi K Doran Guard Ki Firing Se 1 Dakait Halak Shanakht Nahe Hosaki Jinnah Hosp Shift Rpt Maqsood Alam ,Positive
630,Ibrahim Hydri Se 3Target Killers Griftar  ,Positive
631,Gharelo Cylinder 100 Or Commercial Cylinder 400 Rupay Sasta Hogaya ,Positive
632,Janwaron K Rate Kam Hone Ka Imkan  ,Positive
633,Mein Sirf 50 Payment Pr Shop K Malik Banye Baqaya Kama K Ada Kijea ,Positive
634,Jald Nayi Qayadat Samnay La Raha Hoon ,Positive
635,PIA Ka Maah e Ramzan K Doraan Andron e Mulk Parwazon K Kirayon Me 20 Feesad Kami Ka Elaan,Positive
636,Wahab Riaz Ne 2 Or M Hafeez Ne 1 Wicket Hasil Ki ,Positive
637,Sadar Bruns Road Old City Area Samet Kayi Elaaqo Me 3 Bajay Se He Samosay Pakoray Bikna Shuru,Positive
638,Pak Fouj K Shohdaa K Lawahiqeen K Lye Sindh Me 9600 Acre Zameen Denay Ka Faisla ,Positive
639,Sabiqa Ummaton Ki Tarah Tum Per Bhi Rozay Farz Kiye Gaye Hain Takay Tum Mut taqi Ban Jao ,Positive
640,Tamam Members Se Bharpoor Barish K Lye Dua Kernay Ki Appeal ,Positive
641,Jo Shakhs ALLAH Aur Qayamat Per Eman Rakhta Ho Usay Chahiye K Achi Baat Karay Parosi Or Mehman Ka Ikram Karay ,Positive
642,Insaaf Karo Ye Taqwa K Qareeb Tar Hai Aur ALLAH Se Daro Bay Shak ALLAH Har Cheez Se Baa Khabar Hai ,Positive
643,Tum Me Se Koi Us Waqat Tak Momin Nahi Hoga Jb Tk Apni Pasandidah Cheez Ko Apnay Bhai K Liye Bhi Pasand Na Karay ,Positive
644,ALLAH Hidayat Walay K Seenay Ko ISLAM K Liye Khol Deta Hai ,Positive
645,Roza Dhaal Hai ,Positive
646,Jab Quran Parha Jaye Tau Khamosh Ho Kar Pori Tawajjah Se Suno Takay Tum Per Raham Kiya Jaye ,Positive
647,Jannat K 8 Darwazon Me Se 1 Darwazay Ka Naam Rayyan Hai Jis Se Siraf Roza Daar Hi Dakhil Ho Saken Gay ,Positive
648,ALLAH Salamti K Ghar Ki Taraf Bulata Hai Aur Jisay Chahay Seedhay Raastay Ki Taraf Hidayat Deta Hai ,Positive
649,ALLAH Ki Bandagi Karo Gharibon Ko Khana Khilaao Aur Salam Ko Aam Karo Jannat Me Salamti K Sath Dakhil Ho Gay ,Positive
650,Din K Duno Aur Raat K Kuch Hisson Me Namaz Qaim Karo Yaqeenan Nekiyaan Buraiyon Ko Mita Deti Hain ,Positive
651,Roz Subah 2 Farishtay Utartay Hain Un Me Se Aik Sakhi K Liye Dua ,Positive
652,Meray Bandon Ko Bata Do K Main Bakhashnay Wala Aur Meharban Hun ,Positive
653,24 Kart Pr Tola 45100 Rupe Ka Hogia Mazeed Kami Ka Imakan ,Positive
654,Kisi Miskeen Ko Sadqa Dena 1 Sawab Aur Rishtay Daar Ko Sadqa Dena 2 Sawab Hai Aik Sadqa Ka Dosra Sila Rahmi Ka ,Positive
